index;season_no;episode_no;episode_name;Character;Text
0;1;5;Bottled Appetites;;[cawing]
1;1;5;Bottled Appetites;;[cawing]
2;1;5;Bottled Appetites;;[caws]
3;1;5;Bottled Appetites;Doppler;Love surprises.
4;1;5;Bottled Appetites;Doppler;Love visitors.
5;1;5;Bottled Appetites;Doppler;A surprise visitor all the more.
6;1;5;Bottled Appetites;Cahir;I've had eyes on you for a while.
7;1;5;Bottled Appetites;;[chuckles]
8;1;5;Bottled Appetites;Doppler;We're very flattered.
9;1;5;Bottled Appetites;Doppler;But who is this secret peeper
10;1;5;Bottled Appetites;Doppler;peeping all our secrets?
11;1;5;Bottled Appetites;Cahir;I know who you are.
12;1;5;Bottled Appetites;Cahir;What you are.
13;1;5;Bottled Appetites;Cahir;You're different to other dopplers.
14;1;5;Bottled Appetites;Cahir;You're not good-natured or helpful, are you?
15;1;5;Bottled Appetites;Doppler;And yet you are here for our help.
16;1;5;Bottled Appetites;Doppler;Do you not have errand boys where you come from?
17;1;5;Bottled Appetites;Cahir;They lacked your valuable set of skills.
18;1;5;Bottled Appetites;Cahir;Don't worry.
19;1;5;Bottled Appetites;;[raven cawing]
20;1;5;Bottled Appetites;Cahir;It's not silver.
21;1;5;Bottled Appetites;Doppler;We fancy our freedom.
22;1;5;Bottled Appetites;Doppler;It is not money we thirst for, per se.
23;1;5;Bottled Appetites;Cahir;There is plenty that you do thirst for.
24;1;5;Bottled Appetites;Cahir;Assassination on behalf of the Kingdom of Nilfgaard.
25;1;5;Bottled Appetites;Cahir;Or perhaps another eye or ear to round out your artful composition.
26;1;5;Bottled Appetites;Doppler;We'd planned on wearing this one for a while.
27;1;5;Bottled Appetites;Doppler;But we are flexible.
28;1;5;Bottled Appetites;;[neighing]
29;1;5;Bottled Appetites;;[horse nickers]
30;1;5;Bottled Appetites;;[men shouting]
31;1;5;Bottled Appetites;;[grunts]
32;1;5;Bottled Appetites;;[groaning]
33;1;5;Bottled Appetites;;[groans]
34;1;5;Bottled Appetites;;[coughing]
35;1;5;Bottled Appetites;;[gasps]
36;1;5;Bottled Appetites;Fringilla;A cell of dimeritium made just for you.
37;1;5;Bottled Appetites;Fringilla;How does it feel to be neutered of your powers?
38;1;5;Bottled Appetites;Mousesack;I know how you were schooled,
39;1;5;Bottled Appetites;Mousesack;how you were shaped.
40;1;5;Bottled Appetites;Mousesack;This isn't who you are.
41;1;5;Bottled Appetites;Fringilla;The White Flame made me who I am...
42;1;5;Bottled Appetites;Fringilla;gave me a higher purpose.
43;1;5;Bottled Appetites;Fringilla;You could've had that too,
44;1;5;Bottled Appetites;Fringilla;if only you realized that Cintra had to fall.
45;1;5;Bottled Appetites;Cahir;I have found his purpose.
46;1;5;Bottled Appetites;Doppler;This one?
47;1;5;Bottled Appetites;Doppler;Do we have to?
48;1;5;Bottled Appetites;;[sighs]
49;1;5;Bottled Appetites;;[gasps]
50;1;5;Bottled Appetites;Cahir;Run.
51;1;5;Bottled Appetites;;[gasps]
52;1;5;Bottled Appetites;;[groans]
53;1;5;Bottled Appetites;Cahir;[Black Knight] I said run!
54;1;5;Bottled Appetites;;[whimpering]
55;1;5;Bottled Appetites;;[horse neighs]
56;1;5;Bottled Appetites;;[yells]
57;1;5;Bottled Appetites;;[breathing heavily]
58;1;5;Bottled Appetites;Doppler;Everything you've ever done,
59;1;5;Bottled Appetites;Doppler;ever debated,
60;1;5;Bottled Appetites;Doppler;ever dreamed,
61;1;5;Bottled Appetites;Doppler;is in our head now.
62;1;5;Bottled Appetites;Doppler;Even this morning,
63;1;5;Bottled Appetites;Doppler;when you thought to take your life.
64;1;5;Bottled Appetites;Cahir;He didn't want to be abused.
65;1;5;Bottled Appetites;Doppler;[doppler] Incorrect.
66;1;5;Bottled Appetites;Doppler;He didn't want to be used.  [chuckles]
67;1;5;Bottled Appetites;Mousesack;You can't change the world this way.
68;1;5;Bottled Appetites;Cahir;Only one of us will be alive to find out.
69;1;5;Bottled Appetites;Doppler;Yeah.
70;1;5;Bottled Appetites;;[gasping]
71;1;5;Bottled Appetites;;[gasps]
72;1;5;Bottled Appetites;Mousesack;You don't know what you're doing.
73;1;5;Bottled Appetites;;[groaning]
74;1;5;Bottled Appetites;Mousesack;You don't know what she is.
75;1;5;Bottled Appetites;Cahir;She will end up where she belongs.
76;1;5;Bottled Appetites;;[cracking]
77;1;5;Bottled Appetites;;[Mousesack whimpers]
78;1;5;Bottled Appetites;;[sighs]
79;1;5;Bottled Appetites;Doppler;Would've made a terrible noose.
80;1;5;Bottled Appetites;Cahir;You're to bring me the girl alive.
81;1;5;Bottled Appetites;Doppler;So many rules.
82;1;5;Bottled Appetites;Doppler;Fine.
83;1;5;Bottled Appetites;Doppler;But it'll cost you.
84;1;5;Bottled Appetites;Doppler;Children are our favorite.
85;1;5;Bottled Appetites;Hemet;You're a wee bit shy.
86;1;5;Bottled Appetites;Yennefer;I've never been shy a day in my life.
87;1;5;Bottled Appetites;Yennefer;Count it again.
88;1;5;Bottled Appetites;Hemet;Times are shifting, my dear.
89;1;5;Bottled Appetites;Hemet;My rates have gone up since last we spoke.
90;1;5;Bottled Appetites;Hemet;I've found more demand for my services.
91;1;5;Bottled Appetites;Yennefer;Then your customers will be awfully disappointed
92;1;5;Bottled Appetites;Yennefer;when they find a charred spot where you once stood.
93;1;5;Bottled Appetites;Hemet;None more so than yourself.
94;1;5;Bottled Appetites;Hemet;You've come so far already.
95;1;5;Bottled Appetites;Hemet;Just a few more...
96;1;5;Bottled Appetites;Hemet;treatments should do the trick.
97;1;5;Bottled Appetites;Hemet;Isn't it lovely,
98;1;5;Bottled Appetites;Hemet;the life we've chosen?
99;1;5;Bottled Appetites;Hemet;Not being bound by the rules of the Brotherhood.
100;1;5;Bottled Appetites;Yennefer;Living off the grid with no resources.
101;1;5;Bottled Appetites;Yennefer;Mm. It's a dream come true.
102;1;5;Bottled Appetites;;[loud thud]
103;1;5;Bottled Appetites;Hemet;Lucky for you, you found your way to an intolerant kingdom.
104;1;5;Bottled Appetites;Hemet;For quick coin, head to the nearest town in any direction.
105;1;5;Bottled Appetites;Hemet;Your skills will be rewarded.
106;1;5;Bottled Appetites;Yennefer;If it's as you say, then why aren't you out there taking advantage?
107;1;5;Bottled Appetites;Yennefer;As you're so inclined.
108;1;5;Bottled Appetites;;[Hemet chuckles]
109;1;5;Bottled Appetites;Hemet;Because my customers...
110;1;5;Bottled Appetites;Hemet;come to me.
111;1;5;Bottled Appetites;Yennefer;Hm.
112;1;5;Bottled Appetites;Hemet;[Hemet]  I see a lot of myself in you.
113;1;5;Bottled Appetites;Hemet;Follow my footsteps.
114;1;5;Bottled Appetites;Hemet;You could gain some repute.
115;1;5;Bottled Appetites;Hemet;Find a whole new career to fund what you...
116;1;5;Bottled Appetites;Hemet;so desperately want.
117;1;5;Bottled Appetites;;[chuckles]
118;1;5;Bottled Appetites;Hemet;With mages like us,
119;1;5;Bottled Appetites;Hemet;word of mouth is paramount.
120;1;5;Bottled Appetites;Yennefer;"There is no us."" There's only me."""
121;1;5;Bottled Appetites;Yennefer;And I know a thing or two about stirring word of mouth.
122;1;5;Bottled Appetites;;[indistinct chatter]
123;1;5;Bottled Appetites;woman;[woman] I'd given up altogether.
124;1;5;Bottled Appetites;woman;Love, that's nice, but not on the cards for me.
125;1;5;Bottled Appetites;woman;Not in my lifetime.
126;1;5;Bottled Appetites;woman;It took me nearly a whole one to find him.
127;1;5;Bottled Appetites;;[sighs]
128;1;5;Bottled Appetites;;[woman moans softly]
129;1;5;Bottled Appetites;man;As you can see, passion is not the trouble.
130;1;5;Bottled Appetites;man;Our issue...
131;1;5;Bottled Appetites;man;my... issue is of a mechanical nature.
132;1;5;Bottled Appetites;Yennefer;[Yennefer] Hm.
133;1;5;Bottled Appetites;Yennefer;I have just the thing.
134;1;5;Bottled Appetites;Yennefer;Now, be prepared.
135;1;5;Bottled Appetites;Yennefer;The spell should take effect quickly,
136;1;5;Bottled Appetites;Yennefer;and will endure until your lady utters a handpicked magic word.
137;1;5;Bottled Appetites;Yennefer;Anything come to mind?
138;1;5;Bottled Appetites;woman;Kumquat?
139;1;5;Bottled Appetites;Yennefer;You arrived at that rather quickly.
140;1;5;Bottled Appetites;Yennefer;Kumquat it is.
141;1;5;Bottled Appetites;;[indistinct chanting]
142;1;5;Bottled Appetites;;[groans]
143;1;5;Bottled Appetites;;[coughs]
144;1;5;Bottled Appetites;;[gasps]
145;1;5;Bottled Appetites;man;We'd better go now, schnucki.
146;1;5;Bottled Appetites;;[door opens]
147;1;5;Bottled Appetites;;[door closes]
148;1;5;Bottled Appetites;Beau Berrant;What is this...
149;1;5;Bottled Appetites;Beau Berrant;wretched business here?
150;1;5;Bottled Appetites;Yennefer;Did you not understand the sign?
151;1;5;Bottled Appetites;Beau Berrant;Are you familiar with who I am?
152;1;5;Bottled Appetites;;[coins clink]
153;1;5;Bottled Appetites;Yennefer;Well, won't you end this rather melodramatic suspense and tell me?
154;1;5;Bottled Appetites;;He is Beau Berrant.
155;1;5;Bottled Appetites;Beau Berrant;Perhaps you are not aware  of the rules here?
156;1;5;Bottled Appetites;Beau Berrant;If you are casting spells,
157;1;5;Bottled Appetites;Beau Berrant;I need to collect what's due to the kingdom.
158;1;5;Bottled Appetites;Yennefer;I'm afraid those terms seem rather shite to me.
159;1;5;Bottled Appetites;;[chuckles]
160;1;5;Bottled Appetites;Yennefer;I did suspect you possessed such a predilection.
161;1;5;Bottled Appetites;Yennefer;Though I am less...
162;1;5;Bottled Appetites;Yennefer;burly than your usual type.
163;1;5;Bottled Appetites;Eithne;[Dryad General, in Elder] We can't trust her.
164;1;5;Bottled Appetites;Eithne;She hid her identity, her past,
165;1;5;Bottled Appetites;Eithne;her ties to Cintra...
166;1;5;Bottled Appetites;dryad;Shan-Kayan is the only reason we know who she is.
167;1;5;Bottled Appetites;Eithne;Ciri was scared.
168;1;5;Bottled Appetites;Eithne;Perhaps she can't yet trust us.
169;1;5;Bottled Appetites;dryad;We still don't know her intent.
170;1;5;Bottled Appetites;Eithne;She's a girl...
171;1;5;Bottled Appetites;Eithne;Who possesses the power of a weapon.
172;1;5;Bottled Appetites;Eithne;In Brokilon, she can be molded.
173;1;5;Bottled Appetites;dryad;She can become one of us.
174;1;5;Bottled Appetites;Eithne;She's not one of us.
175;1;5;Bottled Appetites;dryad;Nilfgaardian spies.
176;1;5;Bottled Appetites;dryad;Found them searching our border.
177;1;5;Bottled Appetites;dryad;Their whole army will arrive. It's only a matter of time.
178;1;5;Bottled Appetites;Eithne;What if this girl...
179;1;5;Bottled Appetites;Eithne;is our only way...
180;1;5;Bottled Appetites;Eithne;to survive?
181;1;5;Bottled Appetites;;[rustling]
182;1;5;Bottled Appetites;dryad;Ciri...
183;1;5;Bottled Appetites;dryad;[in English] ...will be allowed to stay.
184;1;5;Bottled Appetites;;[exhales deeply]
185;1;5;Bottled Appetites;Ciri;I don't think they like me.
186;1;5;Bottled Appetites;Eithne;When Queen Calanthe closed the borders of Cintra,
187;1;5;Bottled Appetites;Eithne;it was to protect her people.
188;1;5;Bottled Appetites;Eithne;The General wants to protect us.
189;1;5;Bottled Appetites;Eithne;We all make decisions.
190;1;5;Bottled Appetites;Eithne;The sword of destiny has two edges.
191;1;5;Bottled Appetites;Ciri;What does that mean?
192;1;5;Bottled Appetites;Eithne;You must make the choice.
193;1;5;Bottled Appetites;Eithne;You can stay. Or you can continue on your search.
194;1;5;Bottled Appetites;Eithne;What do you want to do?
195;1;5;Bottled Appetites;Jaskier;[Jaskier] <song> 'Cause you all know That this bard <song>
196;1;5;Bottled Appetites;Jaskier;<song> Loved ladies from Nilfgaard <song>
197;1;5;Bottled Appetites;Jaskier;<song> 'Cause Nilfgaard can kiss my... <song>
198;1;5;Bottled Appetites;Jaskier;Geralt!
199;1;5;Bottled Appetites;Jaskier;Hello.
200;1;5;Bottled Appetites;Jaskier;What's it been, months? Years? What is time, anyway?
201;1;5;Bottled Appetites;Jaskier;I heard you were in town.
202;1;5;Bottled Appetites;Jaskier;Are you following me, you scamp?
203;1;5;Bottled Appetites;Jaskier;I mean, I'm flattered and everything,
204;1;5;Bottled Appetites;Jaskier;but you should really think about getting a hobby one of these days.
205;1;5;Bottled Appetites;Jaskier;Ugh!
206;1;5;Bottled Appetites;Jaskier;Do you want some?
207;1;5;Bottled Appetites;Jaskier;"How are you doing?"" I hear you ask."
209;1;5;Bottled Appetites;Jaskier;Well, the Countess de Stael,
210;1;5;Bottled Appetites;Jaskier;my muse and beauty of this world,
211;1;5;Bottled Appetites;Jaskier;has left me.
212;1;5;Bottled Appetites;Jaskier;Again. Rather coldly and unexpectedly, I might add.
213;1;5;Bottled Appetites;Jaskier;I fear I shall die a brokenhearted man.
214;1;5;Bottled Appetites;Jaskier;Or a hungry one, at the very least,
215;1;5;Bottled Appetites;Jaskier;unless somebody fancies sharing a fish with an old friend?
216;1;5;Bottled Appetites;Jaskier;"Oh, are we not using friend""?"""
217;1;5;Bottled Appetites;Jaskier;Yeah, sure.  Let's just give it another decade.
218;1;5;Bottled Appetites;Jaskier;Geralt, you're fantastic at a great many things,
219;1;5;Bottled Appetites;Jaskier;but clearly, fishing is not one of them.
220;1;5;Bottled Appetites;Jaskier;Have you caught anything today?
221;1;5;Bottled Appetites;Jaskier;What are you fishing for, exactly?
222;1;5;Bottled Appetites;Jaskier;Is it cod?
223;1;5;Bottled Appetites;Jaskier;Carp?
224;1;5;Bottled Appetites;Jaskier;Pike?
225;1;5;Bottled Appetites;Jaskier;Bream?
226;1;5;Bottled Appetites;Jaskier;I'm just-- I'm just listing fish that I know.
227;1;5;Bottled Appetites;Jaskier;Zander? Is that a fish?
228;1;5;Bottled Appetites;Geralt;I'm not fishing.
229;1;5;Bottled Appetites;Geralt;I can't sleep.
230;1;5;Bottled Appetites;Jaskier;Right. Good.
231;1;5;Bottled Appetites;Jaskier;Well, that-- that makes sense.
232;1;5;Bottled Appetites;Jaskier;Insomuch that it sort of...
233;1;5;Bottled Appetites;Jaskier;doesn't.
234;1;5;Bottled Appetites;Jaskier;What's going on, Geralt? Talk to me.
235;1;5;Bottled Appetites;;[sighs]
236;1;5;Bottled Appetites;Geralt;A djinn.
237;1;5;Bottled Appetites;Jaskier;[Jaskier] A what?
238;1;5;Bottled Appetites;Geralt;[Geralt] I'm looking for a djinn.
239;1;5;Bottled Appetites;Jaskier;For a dj-- For a djinn?  A dj-- Like a genie?
240;1;5;Bottled Appetites;Jaskier;[laughs] The floaty fellas with the... the bad tempers
241;1;5;Bottled Appetites;Jaskier;and the banned magics, that kind of genie?
242;1;5;Bottled Appetites;Geralt;Yes. It'll grant me wishes.
243;1;5;Bottled Appetites;;[laughs]
244;1;5;Bottled Appetites;Geralt;It's in this lake somewhere.
245;1;5;Bottled Appetites;Geralt;And I can't fucking sleep!
246;1;5;Bottled Appetites;;[grunts]
247;1;5;Bottled Appetites;Jaskier;I don't mean to play priest's ear or anything,
248;1;5;Bottled Appetites;Jaskier;but has it occurred to you that maybe we're merely rubbing salve on a tumor?
249;1;5;Bottled Appetites;Jaskier;Not exactly addressing the root cause of the problem?
250;1;5;Bottled Appetites;Jaskier;Hm?
251;1;5;Bottled Appetites;Jaskier;I mean, maybe, just-- just maybe,
252;1;5;Bottled Appetites;Jaskier;this whole sleeplessness-ness
253;1;5;Bottled Appetites;Jaskier;has got something to do with what  the druid Mousesack said to you in Cintra?
254;1;5;Bottled Appetites;Jaskier;You know, the Law of Surprise?
255;1;5;Bottled Appetites;Jaskier;Destiny?
256;1;5;Bottled Appetites;Jaskier;Being unable to escape the child that belongs to you, et cetera, et cetera?
257;1;5;Bottled Appetites;Geralt;No! It's not that.
258;1;5;Bottled Appetites;Jaskier;Yeah, you're probably right.
259;1;5;Bottled Appetites;Jaskier;But what if you're not?
260;1;5;Bottled Appetites;Jaskier;You know, the Countess de Stael once said to me
261;1;5;Bottled Appetites;Jaskier;that destiny is just the embodiment of the soul's desire to grow.
262;1;5;Bottled Appetites;Geralt;Did you sing to her before she left?
263;1;5;Bottled Appetites;Jaskier;I did, actually, and she...
264;1;5;Bottled Appetites;Jaskier;Why, what are you implying?
265;1;5;Bottled Appetites;Jaskier;Oh... [laughs]
266;1;5;Bottled Appetites;Jaskier;We are so having this conversation. Come on, Geralt. Tell me. Be honest.
267;1;5;Bottled Appetites;Jaskier;How's my singing?
268;1;5;Bottled Appetites;;[water splashes]
269;1;5;Bottled Appetites;Jaskier;It's like ordering a pie and finding it has no filling.
270;1;5;Bottled Appetites;;[stutters in shock]
271;1;5;Bottled Appetites;Jaskier;You need a nap!
272;1;5;Bottled Appetites;Jaskier;I mean, are you trying to hurt my feelings, Geralt? It's...
273;1;5;Bottled Appetites;Jaskier;It's down-- downright indecorous of you, if I'm completely honest, and--
274;1;5;Bottled Appetites;Jaskier;[stammers] Wow. Wow.  What is-- what is that?
275;1;5;Bottled Appetites;Geralt;It's a wizard's seal.
276;1;5;Bottled Appetites;Geralt;The djinn.
277;1;5;Bottled Appetites;Jaskier;[Jaskier] Do you mind if I--
278;1;5;Bottled Appetites;Geralt;Jaskier.
279;1;5;Bottled Appetites;Jaskier;Take it back about my fillingless pie.
280;1;5;Bottled Appetites;Jaskier;Take it back, you get your djinny-djinn-djinn.
281;1;5;Bottled Appetites;Geralt;Let go.
282;1;5;Bottled Appetites;Jaskier;No! No, let go, you horse's arse!
283;1;5;Bottled Appetites;Jaskier;Hm.
284;1;5;Bottled Appetites;Jaskier;That's a bit of an anticlimax.
285;1;5;Bottled Appetites;;[breeze stirring]
286;1;5;Bottled Appetites;Jaskier;Or is it?
287;1;5;Bottled Appetites;;[wind rising]
288;1;5;Bottled Appetites;Jaskier;Djinn, I have freed thee, and as of this day, I am thy lord.
289;1;5;Bottled Appetites;Jaskier;Firstly, may Valdo Marx, the troubadour of Cidaris,
290;1;5;Bottled Appetites;Jaskier;be struck down with apoplexy and die.
291;1;5;Bottled Appetites;Jaskier;Secondly, the Countess de Stael must welcome me back with glee,
292;1;5;Bottled Appetites;Jaskier;open arms and very little clothing.
293;1;5;Bottled Appetites;Jaskier;Thirdly--
294;1;5;Bottled Appetites;Geralt;Jaskier!
295;1;5;Bottled Appetites;Jaskier;Wha--
296;1;5;Bottled Appetites;Geralt;Stop!
297;1;5;Bottled Appetites;;[panting]
298;1;5;Bottled Appetites;Geralt;There are only three wishes.
299;1;5;Bottled Appetites;Jaskier;Oh, come on, you always say you want nothing from life.
300;1;5;Bottled Appetites;Jaskier;How was I to know you wanted three wishes all to yourself?
301;1;5;Bottled Appetites;Geralt;I just want some damn peace!
302;1;5;Bottled Appetites;Jaskier;Well, here's your peace!
303;1;5;Bottled Appetites;;[amphora smashes]
304;1;5;Bottled Appetites;;[growls]
305;1;5;Bottled Appetites;;[wind whistling]
306;1;5;Bottled Appetites;;[Geralt groans]
307;1;5;Bottled Appetites;;[choking]
308;1;5;Bottled Appetites;;[coughs and gasps]
309;1;5;Bottled Appetites;Jaskier;Geralt...
310;1;5;Bottled Appetites;Jaskier;Geralt... it's the djinn!
311;1;5;Bottled Appetites;;[yells]
312;1;5;Bottled Appetites;;[screeching and growling]
313;1;5;Bottled Appetites;;[Jaskier wheezes]
314;1;5;Bottled Appetites;;[coughs]
315;1;5;Bottled Appetites;;[wheezing]
316;1;5;Bottled Appetites;Geralt;[Geralt] Jaskier.
317;1;5;Bottled Appetites;;[coughing]
318;1;5;Bottled Appetites;Geralt;Is there a doctor here?
319;1;5;Bottled Appetites;soldier;Yes, yes. Chireadan, the elf healer.
320;1;5;Bottled Appetites;soldier;Over there.
321;1;5;Bottled Appetites;;[Jaskier wheezing]
322;1;5;Bottled Appetites;;[groans]
323;1;5;Bottled Appetites;Chireadan;A djinn in a bottle?  It's like a fairy tale.
324;1;5;Bottled Appetites;Geralt;Without the happy ending. Can you help him?
325;1;5;Bottled Appetites;;[wheezing]
326;1;5;Bottled Appetites;;[gasping for breath]
327;1;5;Bottled Appetites;Chireadan;Oh, dear.
328;1;5;Bottled Appetites;Geralt;What?
329;1;5;Bottled Appetites;Chireadan;I assure you I have received the best medical education
330;1;5;Bottled Appetites;Chireadan;right here in Rinde, but...
331;1;5;Bottled Appetites;Chireadan;these injuries are of a magical nature.
332;1;5;Bottled Appetites;Chireadan;I can help with the pain, but it's a bit like...
333;1;5;Bottled Appetites;Geralt;Putting salve on a tumor?
334;1;5;Bottled Appetites;Jaskier;No!
335;1;5;Bottled Appetites;Chireadan;His throat was attacked.
336;1;5;Bottled Appetites;Chireadan;If the spell's action isn't halted as soon as possible,
337;1;5;Bottled Appetites;Chireadan;that damage might be irreversible.
338;1;5;Bottled Appetites;Jaskier;[groans] Wha--
339;1;5;Bottled Appetites;Chireadan;[Chireadan] And the longer he goes untreated,
340;1;5;Bottled Appetites;Chireadan;the more likely it is to spread.
341;1;5;Bottled Appetites;Chireadan;He could die.
342;1;5;Bottled Appetites;;[gasps]
343;1;5;Bottled Appetites;Jaskier;Fuck! Geralt.
344;1;5;Bottled Appetites;Jaskier;Uh...
345;1;5;Bottled Appetites;Geralt;Yeah, we won't let that happen.
346;1;5;Bottled Appetites;Chireadan;The medicine should buy him a few hours, but he needs a magical remedy.
347;1;5;Bottled Appetites;Chireadan;You'll have to take him to another town.
348;1;5;Bottled Appetites;Geralt;There isn't a mage here?
349;1;5;Bottled Appetites;Geralt;Uh...
350;1;5;Bottled Appetites;Chireadan;The mayor says they are dangerous.
351;1;5;Bottled Appetites;Geralt;What aren't you saying?
352;1;5;Bottled Appetites;;[Jaskier wheezing]
353;1;5;Bottled Appetites;Geralt;Tell me.
354;1;5;Bottled Appetites;Chireadan;Well...
355;1;5;Bottled Appetites;Chireadan;there...
356;1;5;Bottled Appetites;Chireadan;there is one mage.
357;1;5;Bottled Appetites;Chireadan;I...
358;1;5;Bottled Appetites;Chireadan;was tasked with bringing this mage to justice.
359;1;5;Bottled Appetites;Chireadan;But I was unable to penetrate certain defenses.
360;1;5;Bottled Appetites;Chireadan;The mayor himself has made the catch and has imprisoned the mage in his house.
361;1;5;Bottled Appetites;Geralt;That wasn't so fucking hard, was it?
362;1;5;Bottled Appetites;;[groans in pain]
